str,en_US,en,fr,it,de,nl,es,cy,ca,zh,
last_name_should_contain_more_than_3_characters,Last name should contain more than 3 characters,Last name should contain more than 3 characters,Le nom de famille doit contenir plus de 3 caractères,Il cognome deve contenere più di 3 caratteri,Der Nachname sollte mehr als 3 Zeichen enthalten,De achternaam moet meer dan 3 tekens bevatten,El apellido debe contener más de 3 caracteres,Dylai enw olaf gynnwys mwy na 3 nod-nl,,姓氏应包含 3 个以上的字符,
please_accept_term_of_service,Please accept term of service,Please accept term of service,Veuillez accepter les conditions d'utilisation,Si prega di accettare i termini di servizio,Bitte akzeptieren Sie die Servicebedingungen,Accepteer de servicevoorwaarden,Por favor acepte los términos del servicio,Derbyniwch dymor gwasanaeth-nl,,请接受服务条款,
please_accept_private_policy,Please accept private policy,Please accept private policy,Veuillez accepter la politique de confidentialité,Si prega di accettare l'informativa sulla privacy,Bitte akzeptieren Sie die Datenschutzbestimmungen,Accepteer het privacybeleid,Por favor acepte la política de privacidad,Derbyniwch bolisi preifat-nl,,请接受隐私政策,
ticket_available_on,ticket available on,ticket available on,billet disponible sur,biglietto disponibile su,Ticket erhältlich am,ticket beschikbaar op,boleto disponible en,tocyn ar gael ar-nl,,门票可在,
free_ticket_available_on,free ticket available on,free ticket available on,billet gratuit disponible sur,biglietto gratuito disponibile su,Kostenloses Ticket erhältlich auf,gratis ticket beschikbaar op,Entrada gratuita disponible en,tocyn am ddim ar gael ar-nl,,免费门票可在,
slot_dates,Slot dates,Slot dates,Dates des créneaux horaires,Date degli slot,Slot-Daten,Slotdata,Fechas de las franjas horarias,Dyddiadau slot-nl,,档期日期,
up_to,up to,up to,jusqu'à,fino a,bis zu,tot,arriba a,hyd at-nl,,最多,
ticket,ticket,ticket,billet,biglietto,Ticket,ticket,boleto,tocyn-nl,,票,
ticket_type,Ticket Type,Ticket Type,Type de billet,Tipo di biglietto,Ticketart,Tickettype,Tipo de billete,Math Tocyn-nl,,票种,
payment_dialog,Payment Dialog,Payment Dialog,Dialogue de paiement,Dialogo di pagamento,Zahlungsdialog,Betalingsdialoog,Diálogo de pago,Ymgom Talu-nl,,付款对话框,
replies_disabled,Replies disabled,Replies disabled,Réponses désactivées,Risposte disabilitate,Antworten deaktiviert,Reacties uitgeschakeld,Respuestas deshabilitadas,Atebion disabled-nl,,已禁用回复,
at,At,At,À,A,Bei,Bij,En,At-nl,,在,
test,test,test,test,test,prüfen,test,prueba,prawf-nl,,测试,
an_error_occurred,An error occurred,An error occurred,Une erreur s'est produite,Si è verificato un errore,Ein Fehler ist aufgetreten,Er is een fout opgetreden,Se produjo un error,Digwyddodd gwall-nl,,发生错误,
gif_is_still_loading,GIF is still loading,GIF is still loading,Le GIF est toujours en cours de chargement,La GIF è ancora in fase di caricamento,GIF wird noch geladen,GIF wordt nog geladen,El GIF todavía se está cargando,Mae GIF yn dal i lwytho-nl,,GIF 仍在加载,
answer,Answer,Answer,Répondre,Risposta,Antwort,Antwoord,Respuesta,Ateb-nl,,回答,
connecting_you_to_spacename,Connecting you to #spaceName...,Connecting you to #spaceName...,Je vous connecte à #spaceName...,Ti sto collegando a #spaceName...,Verbinde Sie mit #spaceName …,U wordt verbonden met #spaceName...,Conectándote a #spaceName...,Yn eich cysylltu √¢ #spaceName...-nl,,将您连接到#spaceName...,
searching_for_helpdesks_at_spacename,Searching for helpdesks at #spaceName.,Searching for helpdesks at #spaceName.,Recherche de services d'assistance sur #spaceName.,Ricerca helpdesk su #spaceName.,Suche nach Helpdesks unter #spaceName.,Helpdesks gezocht op #spaceName.,Buscando mesas de ayuda en #spaceName.,Chwilio am ddesgiau cymorth yn #spaceName.-nl,,正在#spaceName 搜索帮助台。,
see_people,See People,See People,Voir les gens,Vedi persone,Personen anzeigen,Mensen zien,Ver gente,Gwel Pobl-nl,,见人,
posts_feed,Posts Feed,Posts Feed,Flux de publications,Feed dei post,Beiträge-Feed,Berichtenfeed,Feed de publicaciones,Posts Feed-nl,,帖子动态,
_reply,üí¨ Reply,üí¨ Reply,üí¨ Réponse,üí¨ Rispondi,üí¨ Antworten,üí¨ Antwoord,üí¨ Responder,üí¨ Ateb-nl,,回复,
camera,Camera,Camera,Caméra,Telecamera,Kamera,Camera,Cámara,Camera-nl,,相机,
interested_related_to_this_group,Interested related to this group,Interested related to this group,Intéressé par ce groupe,Interessato a questo gruppo,Interessierte im Zusammenhang mit dieser Gruppe,Geïnteresseerd in deze groep,Interesados ​​relacionados con este grupo,Diddordeb yn ymwneud √¢'r gr≈µp hwn-nl,,对此小组感兴趣,
join_chat_group,Join Chat Group,Join Chat Group,Rejoindre le groupe de discussion,Unisciti al gruppo di chat,Chatgruppe beitreten,Word lid van de chatgroep,Unirse al grupo de chat,Ymunwch √¢ Chat Group-nl,,加入聊天组,
9_-_small,9' - Small,9' - Small,9' - Petit,9' - Piccolo,9' - Klein,9' - Klein,9' - Pequeño,9' - Bach-nl,,9' - 小,
pepperoni_pizza,Pepperoni Pizza,Pepperoni Pizza,Pizza au pepperoni,Pizza al salame piccante,Peperoni-Pizza,Pepperoni Pizza,Pizza de pepperoni,Pepperoni Pizza-nl,,意大利辣香肠披萨,
claim,Claim,Claim,Réclamer,Reclamo,Beanspruchen,Claim,Afirmar,Hawl-nl,,宣称,
at_this_moment_there_is_no_membership_available,At this moment there is no membership available,At this moment there is no membership available,"Pour le moment, aucune adhésion n'est disponible",Al momento non ci sono abbonamenti disponibili,Zurzeit ist keine Mitgliedschaft verfügbar,Op dit moment is er geen lidmaatschap beschikbaar,En este momento no hay membresías disponibles,Ar hyn o bryd nid oes aelodaeth ar gael-nl,,目前没有可用的会员资格,
2_description,2. Description,2. Description,2. Description,2. Descrizione,2. Beschreibung,2. Beschrijving,2. Descripción,2. Disgrifiad-nl,,2. 描述,
2_location,2. Location,2. Location,2. Emplacement,2. Posizione,2. Standort,2. Locatie,2. Ubicación,2. Lleoliad-nl,,2. 地点,
network_error,Network Error,Network Error,Erreur réseau,Errore di rete,Netzwerkfehler,Netwerkfout,Error de red,Gwall Rhwydwaith-nl,,网络错误,
title_,Title*,Title*,Titre*,Titolo*,Titel*,Titel*,Título*,Teitl*-nl,,标题*,
rent,Rent,Rent,Louer,Affitto,Mieten,Huur,Alquilar,Rhent-nl,,租,
fess,Fees ???,Fess,Fasce,Fess,Fess,Fess,Faja,Fess-nl,,费斯,
payment_category,Payment category,Payment category,Catégorie de paiement,Categoria di pagamento,Zahlungskategorie,Betalingscategorie,Categoría de pago,Categori talu-nl,,付款类别,
should_contain_more_than_three,should contain more than 3 characters,should contain more than 3 characters,doit contenir plus de 3 caractères,dovrebbe contenere più di 3 caratteri,sollte mehr als 3 Zeichen enthalten,moet meer dan 3 tekens bevatten,debe contener más de 3 caracteres,dylai gynnwys mwy na 3 nod-nl,,应包含 3 个以上字符,
expired,Expired,Expired,Expiré,Scaduto,Abgelaufen,Verlopen,Venció,Wedi dod i ben-nl,,已到期,
the_email_you_have_entered_is_blocked_by_admin,The email you have entered is blocked by admin,The email you have entered is blocked by admin,L'e-mail que vous avez saisi est bloqué par l'administrateur,L'email che hai inserito è bloccata dall'amministratore,Die von Ihnen eingegebene E-Mail wird vom Administrator blockiert,"Het e-mailadres dat u hebt ingevoerd, is geblokkeerd door de beheerder",El correo electrónico que has ingresado está bloqueado por el administrador.,Mae'r e-bost rydych chi wedi'i nodi wedi'i rwystro gan admin-nl,,您输入的邮箱已被管理员屏蔽,
we_have_sent_an_email_to_verify_your_email_please_click_the_link_to_proceed_ahead,We have sent an email to verify your email. Please click the link to proceed ahead.,We have sent an email to verify your email. Please click the link to proceed ahead.,Nous vous avons envoyé un e-mail pour vérifier votre adresse e-mail. Veuillez cliquer sur le lien pour continuer.,Ti abbiamo inviato un'email per verificare il tuo indirizzo email. Clicca sul link per procedere.,"Wir haben Ihnen eine E-Mail zur Bestätigung Ihrer E-Mail-Adresse gesendet. Klicken Sie auf den Link, um fortzufahren.",We hebben een e-mail gestuurd om uw e-mailadres te verifiëren. Klik op de link om verder te gaan.,Hemos enviado un correo electrónico para verificar su correo electrónico. Haga clic en el enlace para continuar.,Rydym wedi anfon e-bost i wirio eich e-bost. Cliciwch ar y ddolen i fynd ymlaen.-nl,,我们已发送电子邮件以验证您的邮箱。请点击链接继续操作。,
your_email_is_not_verified_please_check_your_email,Your email is not verified. Please check your email.,Your email is not verified. Please check your email.,Votre adresse e-mail n'est pas vérifiée. Veuillez la vérifier.,Il tuo indirizzo email non è verificato. Controlla la tua email.,Ihre E-Mail wurde nicht bestätigt. Bitte überprüfen Sie Ihre E-Mail.,Je e-mailadres is niet geverifieerd. Controleer je e-mailadres.,"Tu correo electrónico no está verificado. Por favor, revisa tu correo electrónico.",Nid yw eich e-bost wedi'i wirio. Gwiriwch eich e-bost.-nl,,您的邮箱尚未验证。请检查您的邮箱。,
open_inbox,Open Inbox,Open Inbox,Ouvrir la boîte de réception,Apri Posta in arrivo,Posteingang öffnen,Open Postvak IN,Abrir bandeja de entrada,Agor Mewnflwch-nl,,打开收件箱,
select_date,Select Date,Select Date,Sélectionnez la date,Seleziona la data,Datum auswählen,Selecteer datum,Seleccionar fecha,Dewiswch Dyddiad-nl,,选择日期,
enter_name,Enter name,Enter name,Entrez le nom,Inserisci il nome,Namen eingeben,Voer naam in,Introducir nombre,Rhowch enw-nl,,输入姓名,
you_must_select_your,You must select your,You must select your,Vous devez sélectionner votre,Devi selezionare il tuo,Sie müssen Ihre,U moet uw,Debes seleccionar tu,Rhaid i chi ddewis eich-nl,,您必须选择您的,
hey_im_name_surname_ive_just_joined___appname___at_location,"Hey I'm @NAME@ @SURNAME@! I've just joined "" + appName + "" at @LOCATION","Hey I'm @NAME@ @SURNAME@! I've just joined "" + appName + "" at @LOCATION","Salut, je suis @NAME@ @SURNAME@ ! Je viens de rejoindre « + appName + » à @LOCATION.","Ciao, sono @NOME@ @COGNOME@! Mi sono appena iscritto a "" + appName + "" presso @LOCATION","Hey, ich bin @NAME@ @SURNAME@! Ich bin gerade bei "" + appName + "" bei @LOCATION eingestiegen","Hallo, ik ben @NAAM@ @ACHTERNAAM@! Ik ben net lid geworden van "" + appNaam + "" bij @LOCATIE","Hola, soy @NOMBRE@ @APELLIDO@. Acabo de unirme a "" + Nombre de la aplicación + "" en @UBICACIÓN","Hei, @NAME@SURNAME@ ydw i! Dwi newydd ymuno "" + appName + "" yn @LOCATION-nl",,嘿，我是 @NAME@ @SURNAME@！我刚刚加入了 @LOCATION 的“+ appName +”,
please_enter_your_companyname_exactly,Please enter your @CompanyName@ exactly.,Please enter your @CompanyName@ exactly.,Veuillez saisir exactement votre @CompanyName@.,Inserisci esattamente il tuo @CompanyName@.,Bitte geben Sie Ihren @Firmennamen@ genau ein.,Voer uw @Bedrijfsnaam@ exact in.,Por favor ingrese su @CompanyName@ exactamente.,Rhowch eich @CompanyName@ yn union.-nl,,请准确输入您的@CompanyName@。,
add_comment,Add comment,Add comment,Ajouter un commentaire,Aggiungi commento,Einen Kommentar hinzufügen,Reactie toevoegen,Añadir comentario,Ychwanegu sylw-nl,,添加评论,
1_replay,1 Replay,1 Replay,1 Replay,1 ripetizione,1 Wiederholung,1 Herhaling,1 repetición,1 Ailchwarae-nl,,次重播,
we_hope_everyone_enjoyed_the_botanical_boys_terrarium_workshop_today,We hope everyone enjoyed the Botanical Boys Terrarium workshop today!,We hope everyone enjoyed the Botanical Boys Terrarium workshop today!,Nous espérons que tout le monde a apprécié l’atelier Terrarium de Botanical Boys aujourd’hui !,Ci auguriamo che il workshop Botanical Boys Terrarium di oggi si sia divertito a tutti!,"Wir hoffen, dass allen der heutige Botanical Boys Terrarium-Workshop gefallen hat!",Wij hopen dat iedereen vandaag heeft genoten van de Botanical Boys Terrarium workshop!,¡Esperamos que todos hayan disfrutado hoy del taller de Terrario Botanical Boys!,Gobeithio bod pawb wedi mwynhau gweithdy Botanical Boys Terrarium heddiw!-nl,,我们希望大家喜欢今天的植物男孩玻璃容器花房研讨会！,
top_floor_and_library_bar,Top Floor and Library Bar,Top Floor and Library Bar,Bar du dernier étage et de la bibliothèque,Bar all'ultimo piano e biblioteca,Obergeschoss und Bibliotheksbar,Bovenste verdieping en bibliotheekbar,Piso superior y bar de la biblioteca,Llawr Uchaf a Llyfrgell Bar-nl,,顶楼和图书馆酒吧,
capacities_range_from_10_to_350_people_thirteen_rooms_that_can_be_hired_individually_or_together_as_a_takeover,"Capacities range from 10 to 350 people, thirteen rooms that can be hired individually or together as a takeover","Capacities range from 10 to 350 people, thirteen rooms that can be hired individually or together as a takeover","Les capacités varient de 10 à 350 personnes, treize salles pouvant être louées individuellement ou ensemble en reprise","La capienza varia da 10 a 350 persone, tredici sale che possono essere affittate singolarmente o insieme come takeover","Kapazitäten von 10 bis 350 Personen, dreizehn Räume, die einzeln oder zusammen als Übernahme gemietet werden können","De capaciteit varieert van 10 tot 350 personen, dertien zalen die afzonderlijk of samen als overname gehuurd kunnen worden","Las capacidades van desde 10 hasta 350 personas, trece salas que se pueden alquilar individualmente o en conjunto como takeover.","Mae'r lleoedd yn amrywio o 10 i 350 o bobl, tair ystafell ar ddeg y gellir eu llogi'n unigol neu gyda'i gilydd i gymryd drosodd-nl",,可容纳人数从 10 人到 350 人不等，十三间房间可单独租用或一起租用,
book_space,Book Space,Book Space,Espace Livre,Spazio libro,Platz buchen,Boekruimte,Espacio del libro,Book Space-nl,,图书空间,
search_exhibitions_by_title,Search exhibitions by Title,Search exhibitions by Title,Rechercher des expositions par titre,Cerca le mostre per titolo,Ausstellungen nach Titel suchen,Zoek tentoonstellingen op titel,Buscar exposiciones por título,Chwilio arddangosfeydd yn √¥l Title-nl,,按标题搜索展览,
capacity_40_seated_80_standing,"Capacity: 40 seated, 80 standing","Capacity: 40 seated, 80 standing","Capacité : 40 places assises, 80 debout","Capienza: 40 seduti, 80 in piedi","Kapazität: 40 Sitzplätze, 80 Stehplätze","Capaciteit: 40 zitplaatsen, 80 staanplaatsen","Capacidad: 40 sentados, 80 de pie","Cynhwysedd: 40 yn eistedd, 80 yn sefyll-nl",,容量：40 个座位，80 个站位,
members_only,Members only,Members only,Réservé aux membres,Solo per i membri,Nur für Mitglieder,Alleen voor leden,Sólo miembros,Aelodau yn unig-nl,,仅限会员,
booked_at_1200_am_20_jan_2021,"Booked At 12:00 AM, 20 Jan 2021","Booked At 12:00 AM, 20 Jan 2021","Réservé à 00h00, le 20 janvier 2021",Prenotato alle 00:00 del 20 gennaio 2021,"Gebucht um 00:00 Uhr, 20. Januar 2021","Geboekt om 00:00 uur, 20 januari 2021","Reservado a las 00:00, 20 de enero de 2021","Wedi'i archebu Am 12:00 AM, 20 Ionawr 2021-nl",,预订于 2021 年 1 月 20 日 凌晨 12:00,
visit_website,Visit Website,Visit Website,Visitez le site Web,Visita il sito web,Website besuchen,Bezoek website,Visita el sitio web,Ewch i WebSite-nl,,访问网站,
please_enter_name,Please enter name,Please enter name,Veuillez entrer le nom,Inserisci il nome,Bitte geben Sie den Namen ein,Voer uw naam in,"Por favor, introduzca el nombre",Rhowch enw-nl,,请输入姓名,
add_to_wallet,Add to Wallet,Add to Wallet,Ajouter au portefeuille,Aggiungi al portafoglio,Zum Wallet hinzufügen,Toevoegen aan portemonnee,Añadir a la billetera,Ychwanegu at Wallet-nl,,添加到钱包,
frequently_used,Frequently Used,Frequently Used,Fréquemment utilisé,Usato frequentemente,Häufig verwendet,Vaak gebruikt,De uso frecuente,Defnyddir yn Aml-nl,,常用,
smileys_&_emotion,Smileys & Emotion,Smileys & Emotion,Smileys et émotions,Emozioni e sorrisi,Smileys & Emotionen,Smileys en emoties,Emoticonos y emociones,Smileys & Emotion-nl,,笑脸和情感,
people_&_body,People & Body,People & Body,Les gens et le corps,Persone e corpo,Mensch & Körper,Mensen & Lichaam,Personas y cuerpo,Pobl a Chorff-nl,,人与身体,
animals_&_nature,Animals & Nature,Animals & Nature,Animaux et nature,Animali e natura,Tiere & Natur,Dieren & Natuur,Animales y naturaleza,Anifeiliaid a Natur-nl,,动物与自然,
food_&_drink,Food & Drink,Food & Drink,Nourriture et boissons,Cibo e bevande,Speisen & Getränke,Eten & Drinken,Comida y bebida,Bwyd a Diod-nl,,餐饮,
travel_&_places,Travel & Places,Travel & Places,Voyages et lieux,Viaggi e luoghi,Reisen & Orte,Reizen & Plaatsen,Viajes y lugares,Teithio a Lleoedd-nl,,旅行与地点,
activities,Activities,Activities,Activités,Attività,Aktivitäten,Activiteiten,Actividades,Gweithgareddau-nl,,活动,
objects,Objects,Objects,Objets,Oggetti,Objekte,Objecten,Objetos,Gwrthrychau-nl,,对象,
symbols,Symbols,Symbols,Symboles,Simboli,Symbole,Symbolen,Símbolos,Symbolau-nl,,符号,
flags,Flags,Flags,Drapeaux,Bandiere,Flaggen,Vlaggen,Banderas,Baneri-nl,,旗帜,
unpin,UnPin,UnPin,Détacher,Rimuovi pin,Lösen der Pinnwand,Losmaken,Desprender,UnPin-nl,,取消固定,
pin,Pin,Pin,Épingle,Spillo,Stift,Pin,Alfiler,Pin-nl,,别针,
send_message,Send Message,Send Message,Envoyer un message,Invia messaggio,Nachricht senden,Bericht verzenden,Enviar mensaje,Anfon Neges-nl,,发送消息,
hide_post,Hide Post,Hide Post,Masquer la publication,Nascondi post,Beitrag ausblenden,Bericht verbergen,Ocultar publicación,Cuddio Post-nl,,隐藏帖子,
see_all_users,See All Users,See All Users,Voir tous les utilisateurs,Vedi tutti gli utenti,Alle Benutzer anzeigen,Bekijk alle gebruikers,Ver todos los usuarios,Gweler Pob Defnyddiwr-nl,,查看所有用户,
edit_profile,Edit Profile,Edit Profile,Modifier le profil,Modifica profilo,Profil bearbeiten,Profiel bewerken,Editar perfil,Golygu Proffil-nl,,编辑个人资料,
messages,Messages,Messages,Messages,Messaggi,Nachrichten,Berichten,Mensajes,Negeseuon-nl,,消息,
updates,Updates,Updates,Mises à jour,Aggiornamenti,Aktualisierungen,Updates,Actualizaciones,Diweddariadau-nl,,更新,
feed,Feed,Feed,Alimentation,Foraggio,Füttern,Voer,Alimentar,Ymborth-nl,,喂养,
story,Story,Story,Histoire,Storia,Geschichte,Verhaal,Historia,Stori-nl,,故事,
staff_post,Staff Post,Staff Post,Poste du personnel,Posto di personale,Mitarbeiterposten,Personeelspost,Puesto de personal,Staff Post-nl,,职员岗位,
leave_community,Leave Community,Leave Community,Quitter la communauté,Lascia la comunità,Community verlassen,Verlaat de gemeenschap,Salir de la comunidad,Gadael Cymuned-nl,,离开社区,
mute,Mute,Mute,Muet,Muto,Stumm,Stom,Silenciar,Mud-nl,,沉默的,
un_mute,Un Mute,Un Mute,Un Mute,Non muto,Stummschalten,Un Mute,Desactivar el silencio,Un Mute-nl,,不静音,
broadcast,Broadcast,Broadcast,Diffuser,Trasmissione,Übertragen,Uitzending,Transmisión,Darllediad-nl,,播送,
search_membership_by_title,Search Membership by title,Search Membership by title,Rechercher une adhésion par titre,Cerca l'iscrizione per titolo,Mitgliedschaft nach Titel suchen,Zoek lidmaatschap op titel,Buscar membresía por título,Chwilio Aelodaeth yn √¥l teitl-nl,,按头衔搜索会员资格,
search_payment_by_tenant,Search Payment by tenant,Search Payment by tenant,Rechercher Paiement par locataire,Cerca Pagamento per inquilino,Suche Zahlung durch Mieter,Zoeken Betaling door huurder,Buscar Pago por inquilino,Chwilio Taliad gan tenant-nl,,按租户搜索付款方式,
select_or_drop_legal_documents_should_be_prompted_to_accept_open_purchasing_this,Select or drop legal documents should be prompted to accept open purchasing this,Select or drop legal documents should be prompted to accept open purchasing this,Sélectionner ou supprimer des documents juridiques doit être invité à accepter l'achat ouvert de ceci,Seleziona o elimina i documenti legali che dovrebbero essere richiesti per accettare l'acquisto aperto di questo,"Wählen Sie oder legen Sie juristische Dokumente sollten aufgefordert werden, akzeptieren offenen Kauf dieses","Selecteer of verwijder juridische documenten, u moet worden gevraagd om de open aankoop hiervan te accepteren",Seleccionar o soltar documentos legales debe ser solicitado para aceptar la compra abierta de este,Dylid annog dewis neu ollwng dogfennau cyfreithiol i dderbyn pryniant agored this-nl,,选择或删除法律文件应提示接受公开购买此,
loading_error_data_from_api,Loading Error data from API,Loading Error data from API,Chargement des données d'erreur depuis l'API,Caricamento dei dati di errore dall'API,Fehlerdaten werden von der API geladen,Foutgegevens laden vanuit API,Error de carga de datos desde la API,Wrthi'n llwytho data Gwall o API-nl,,从 API 加载错误数据,
yesterday,Yesterday,Yesterday,Hier,Ieri,Gestern,Gisteren,Ayer,Ddoe-nl,,昨天,
loading_data_from_api,Loading data from API,Loading data from API,Chargement des données depuis l'API,Caricamento dei dati dall'API,Laden von Daten aus der API,Gegevens laden vanuit API,Cargando datos desde la API,Wrthi'n llwytho data o API-nl,,从 API 加载数据,
tomorrow,Tomorrow,Tomorrow,Demain,Domani,Morgen,Morgen,Mañana,Yfory-nl,,明天,
new,New,New,Nouveau,Nuovo,Neu,Nieuw,Nuevo,Newydd-nl,,新的,
older,Older,Older,Plus vieux,Più vecchio,Älter,Ouder,Más viejo,Hynach-nl,,较旧,
join_the_digital_queue_and_well_alert_you_when_you_can_enter,Join the digital line/wait and we'll alert you when you can enter.,Join the digital queue and we'll alert you when you can enter.,Rejoignez la file d'attente numérique et nous vous avertirons lorsque vous pourrez entrer.,Unisciti alla coda digitale e ti avviseremo quando potrai entrare.,"Stellen Sie sich in die digitale Warteschlange und wir benachrichtigen Sie, wenn Sie eintreten können.","Sluit aan in de digitale wachtrij, dan laten we u weten wanneer u naar binnen kunt.",Únete a la cola digital y te avisaremos cuando puedas entrar.,Ymunwch √¢'r ciw digidol a byddwn yn eich rhybuddio pryd y gallwch enter.-nl,,加入数字队列，当您可以进入时我们会通知您。,
estimated_current_wait_time,Estimated current wait time,Estimated current wait time,Temps d'attente actuel estimé,Tempo di attesa attuale stimato,Geschätzte aktuelle Wartezeit,Geschatte huidige wachttijd,Tiempo de espera actual estimado,Amcangyfrif o'r amser aros cyfredol-nl,,预计当前等待时间,
join_queue,Join the wait,Join Queue,Rejoindre la file d'attente,Unisciti alla coda,Warteschlange beitreten,Sluit je aan bij de wachtrij,Unirse a la cola,Ymunwch √¢ Ciw-nl,,加入队列,
youre_in_the_queue,You're in line!,You're in the queue!,Vous êtes dans la file d'attente !,Sei in coda!,Sie stehen in der Warteschlange!,Je staat in de rij!,¡Estás en la cola!,Rydych chi yn y ciw!-nl,,您已加入队列！,
time_remaining,Time remaining,Time remaining,Temps restant,Tempo rimanente,Verbleibende Zeit,Resterende tijd,Tiempo restante,Amser yn weddill-nl,,剩余时间,
leave_queue,Leave the line,Leave Queue,Quitter la file d'attente,Lascia la coda,Warteschlange verlassen,Wachtrij verlaten,Salir de la cola,Gadael Ciw-nl,,离开队列,
scheduled_entrace_slot,Scheduled entrace slot,Scheduled entrace slot,Créneau d'entrée prévu,Fascia oraria di ingresso programmata,Geplanter Einlass,Geplande intredetijd,Franja de entrada programada,Slot-nl mynediad wedi'i drefnu,,预定入场时段,
digital_queue,Digital Line,Digital Queue,File d'attente numérique,Coda digitale,Digitale Warteschlange,Digitale wachtrij,Cola digital,Ciw Digidol-nl,,数字队列,
enabled,Enabled,Enabled,Activé,Abilitato,Ermöglicht,Ingeschakeld,Activado,Galluog-nl,,已启用,
disabled,Disabled,Disabled,Désactivé,Disabili,Deaktiviert,Gehandicapt,Desactivado,Anabl-nl,,已禁用,
actual_queue_time,Actual wait time,Actual Queue Time,Temps d'attente réel,Tempo di coda effettivo,Tatsächliche Wartezeit,Werkelijke wachtrijtijd,Tiempo real de espera,Gwir Amser Ciw-nl,,实际排队时间,
queue_capacity,Wait capacity,Queue Capacity,Capacité de la file d'attente,Capacità della coda,Warteschlangenkapazität,Wachtrijcapaciteit,Capacidad de la cola,Gallu Ciw-nl,,队列容量,
the_digital_queue_allows_75_visitors_to_enter_the_palace_every_15_minutes._joiners_to_the_queue_wait_atleast_1_hour_before_being_assign_a_slot._the_digital_queue_is_enabled_so_new_visitors_can_join._live_wait_time_is_1_hour_30_minutes.,The digital queue allows 75 visitors to enter the palace every 15 minutes. Joiners to the queue wait atleast 1 hour before being assign a slot. The digital queue is enabled so new visitors can join. Live wait time is 1 hour 30 minutes.,The digital queue allows 75 visitors to enter the palace every 15 minutes. Joiners to the queue wait atleast 1 hour before being assign a slot. The digital queue is enabled so new visitors can join. Live wait time is 1 hour 30 minutes.,La file d'attente numérique permet à 75 visiteurs d'entrer au palais toutes les 15 minutes. Les nouveaux arrivants doivent patienter au moins une heure avant d'être assignés à un créneau. La file d'attente numérique est activée pour permettre aux nouveaux visiteurs de s'inscrire. Le temps d'attente en direct est de 1 heure 30 minutes.,La coda digitale consente l'accesso al palazzo a 75 visitatori ogni 15 minuti. Chi si aggiunge alla coda attende almeno 1 ora prima di poter accedere al proprio posto. La coda digitale è abilitata per consentire l'accesso a nuovi visitatori. Il tempo di attesa in tempo reale è di 1 ora e 30 minuti.,"Die digitale Warteschlange ermöglicht 75 Besuchern alle 15 Minuten den Zutritt zum Palast. Neuankömmlinge warten mindestens eine Stunde, bevor ihnen ein Platz zugewiesen wird. Die digitale Warteschlange ist aktiviert, damit sich neue Besucher anmelden können. Die Wartezeit beträgt 1 Stunde und 30 Minuten.","De digitale wachtrij biedt elke 15 minuten plaats aan 75 bezoekers. Bezoekers die zich bij de wachtrij voegen, moeten minimaal 1 uur wachten voordat ze een tijdslot toegewezen krijgen. De digitale wachtrij is ingeschakeld zodat nieuwe bezoekers kunnen instappen. De daadwerkelijke wachttijd bedraagt ​​1 uur en 30 minuten.",La cola digital permite la entrada al palacio a 75 visitantes cada 15 minutos. Quienes se incorporan a la cola esperan al menos una hora antes de que se les asigne un turno. La cola digital está habilitada para que nuevos visitantes puedan unirse. El tiempo de espera en tiempo real es de 1 hora y 30 minutos.,Mae'r ciw digidol yn caniat√°u i 75 o ymwelwyr ddod i mewn i'r palas bob 15 munud. Mae seiri i'r ciw yn aros o leiaf 1 awr cyn neilltuo slot. Mae'r ciw digidol wedi'i alluogi fel y gall ymwelwyr newydd ymuno. Amser aros byw yw 1 awr 30 munud.-nl,,宫殿每15分钟允许75名游客进入数字排队系统。排队者至少等待1小时才能获得一个名额。数字排队系统已启用，以便新游客加入。实际等待时间为1小时30分钟。,
tour_name,Tour Name,Tour Name,Nom de la tournée,Nome del tour,Tourname,Tournaam,Nombre del tour,Taith Enw-nl,,行程名称,
tour_image,Tour Image,Tour Image,Image de la tournée,Immagine del tour,Tourbild,Tour Afbeelding,Imagen del tour,Taith Delwedd-nl,,旅游图片,
enter_tour_name,Enter Tour Name,Enter Tour Name,Entrez le nom de la visite,Inserisci il nome del tour,Tournamen eingeben,Voer de tournaam in,Ingrese el nombre del tour,Rhowch Enw Taith-nl,,输入旅游名称,
select_image,Select Image,Select Image,Sélectionner une image,Seleziona immagine,Bild auswählen,Selecteer afbeelding,Seleccionar imagen,Dewiswch Image-nl,,选择图像,
take_from_camera,Take from Camera,Take from Camera,Prendre depuis la caméra,Ripresa dalla telecamera,Von der Kamera aufnehmen,Van de camera nemen,Tomar de la cámara,Cymerwch o Camera-nl,,从相机拍摄,
take_from_gallery,Take from Gallery,Take from Gallery,Extrait de la galerie,Prendi dalla Galleria,Aus der Galerie nehmen,Overnemen uit Galerij,Tomar de la galería,Cymerwch o Gallery-nl,,摘自画廊,
remove_photo,Remove Photo,Remove Photo,Supprimer la photo,Rimuovi foto,Foto entfernen,Foto verwijderen,Eliminar foto,Dileu Photo-nl,,删除照片,
open_wifi_settings,Open WiFi Settings,Open WiFi Settings,Ouvrir les paramètres Wi-Fi,Apri le impostazioni WiFi,Öffnen Sie die WLAN-Einstellungen,Open WiFi-instellingen,Abrir la configuración de WiFi,Agor Gosodiadau WiFi-nl,,打开 WiFi 设置,
